HOUSEHOLD_ID,HOUSEHOLD_CLAIMED_FAMILY_SIZE,HOUSEHOLD_REGISTRATION_DATE,HOUSEHOLD_REGISTRATION_USER_ID,HOUSEHOLD_REFUGEE_STATUS,HOUSEHOLD_VULNERABILITY_RATING,HOUSEHOLD_INACTIVE_REASON,HOUSEHOLD_FP_VALID,HOUSEHOLD_PARTNER_ID,COUNTRY_ID,WFP_OFFICE_ID,LOCATION_ID,LOCATION_TYPE_ID,LOCATION_TYPE_DESC,ADMIN_AREA_ID
548776,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102224,,,104746
548537,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102224,,,104746
548780,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102224,,,104746
548988,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102224,,,104746
548778,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102224,,,104746
548837,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102224,,,104746
548897,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102224,,,104746
548907,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102224,,,104746
548909,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102224,,,104746
548921,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102224,,,104746
548991,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102224,,,104746
548900,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102224,,,104746
548899,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102224,,,104746
548894,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102224,,,104746
548535,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102224,,,104746
548919,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102224,,,104746
548774,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102224,,,104746
548597,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102224,,,104746
550150,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550152,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550154,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550156,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550401,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550416,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550420,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550422,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550424,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550427,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550429,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550060,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550058,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550038,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550036,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550033,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550032,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550029,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550027,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550023,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550021,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550019,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550160,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550159,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550148,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550146,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550144,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550142,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550140,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550138,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550136,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550134,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550132,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550122,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550120,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550162,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550164,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550166,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550168,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550170,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550399,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550418,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
549993,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550040,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550481,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550435,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550092,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550094,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550090,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550088,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550086,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550084,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550082,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550080,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550078,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550076,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550070,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550068,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550074,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550072,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550056,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550025,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550011,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
549992,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550005,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550433,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550431,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550017,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550015,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550013,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550009,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550118,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550116,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550114,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550112,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550110,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550108,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550096,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550100,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550102,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550104,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550106,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550098,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550124,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550007,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550126,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550128,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
550130,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102242,,,104722
551276,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102259,,,104767
551274,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102259,,,104767
551433,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102259,,,104767
551290,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102259,,,104767
551229,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102259,,,104767
551173,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102259,,,104767
551284,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102259,,,104767
552115,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552522,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552536,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552113,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552131,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552538,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552540,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552143,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552145,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552133,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552137,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552124,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552185,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552968,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552956,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552582,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552580,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552930,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552944,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552946,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552960,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552954,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
729759,1,2015-12-14,1502,RESIDENT,,,Value not defined,,19,241,102275,,,104804
729757,1,2015-12-14,1502,RESIDENT,,,Value not defined,,19,241,102275,,,104804
729892,1,2015-12-14,1502,RESIDENT,,,Value not defined,,19,241,102275,,,104804
729891,1,2015-12-14,1502,RESIDENT,,,Value not defined,,19,241,102275,,,104804
729890,1,2015-12-14,1502,RESIDENT,,,Value not defined,,19,241,102275,,,104804
729889,1,2015-12-14,1502,RESIDENT,,,Value not defined,,19,241,102275,,,104804
552518,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552508,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552964,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552524,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552526,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552984,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552328,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552440,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552395,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552177,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552372,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552167,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552175,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552190,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552164,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552158,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552156,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552151,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552154,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552043,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552017,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552366,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552031,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552027,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552358,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552331,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552562,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102275,,,104804
552564,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102275,,,104804
552566,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102275,,,104804
552569,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102275,,,104804
552571,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102275,,,104804
552573,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102275,,,104804
552575,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102275,,,104804
552577,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102275,,,104804
552578,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102275,,,104804
552584,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102275,,,104804
552586,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102275,,,104804
552588,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102275,,,104804
552590,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102275,,,104804
552593,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102275,,,104804
552595,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102275,,,104804
552913,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102275,,,104804
552909,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102275,,,104804
552911,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102275,,,104804
552915,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102275,,,104804
552039,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552019,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552029,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552917,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102275,,,104804
552919,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102275,,,104804
552921,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102275,,,104804
552923,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102275,,,104804
552925,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102275,,,104804
552516,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552506,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102275,,,104804
552504,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552492,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552465,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552463,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552459,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552397,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552387,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552385,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552389,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552356,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552354,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552346,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552352,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552350,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552334,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102275,,,104804
552339,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552342,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552160,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552162,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552147,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552035,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552040,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552036,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552556,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102275,,,104804
552558,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102275,,,104804
552560,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102275,,,104804
552139,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102275,,,104804
552122,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102275,,,104804
552045,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102275,,,104804
552005,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102275,,,104804
552001,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102275,,,104804
551994,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102275,,,104804
552554,1,2015-11-12,1950,RESIDENT,,,Value not defined,,19,241,102275,,,104804
935784,1,2016-03-23,1502,RESIDENT,,,Value not defined,,19,241,102275,,,104804
552109,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552013,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552376,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552111,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552437,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552962,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552360,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552362,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552193,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
552153,1,2015-11-12,1950,RESIDENT,,DELETED,Value not defined,,19,241,102275,,,104804
